Date,USA_Avg_Goldstein,USA_Event_Count,India_Avg_Goldstein,India_Event_Count,Combined_Simple_Avg,Combined_Weighted_Avg,Combined_Product,Combined_Geometric_Mean,USA_India_Sentiment_Diff,USD_to_INR,Exchange_Rate_Change,Exchange_Rate_Change_Abs
2025-08-21,0.4831337673409284,51612.0,0.2339907192575405,1724.0,0.3585622432992345,0.4750806209689515,0.1130488177177091,0.336227330414571,0.2491430480833878,87.27,0.2412129565816601,0.2099999999999937
2025-08-22,0.4970566053119712,49059.0,0.2339907192575405,1724.0,0.3655236622847559,0.4881259476596498,0.1163066325886596,0.3410375823698315,0.2630658860544306,87.53,0.2979259768534525,0.2600000000000051
2025-08-25,0.415611207537813,40330.0,0.2339907192575405,1724.0,0.3248009633976768,0.4081656917296808,0.0972491653832678,0.3118479844143101,0.1816204882802724,87.56,0.0342739632126054,0.0300000000000011
2025-08-26,0.4645207772668517,47191.0,0.2339907192575405,1724.0,0.3492557482621961,0.4563957886128999,0.1086935507827424,0.3296870497649891,0.2305300580093111,87.62,0.0685244403837437,0.0600000000000022
2025-08-27,0.368112344617309,51164.0,0.2339907192575405,1724.0,0.3010515319374248,0.3637403569807896,0.0861348722845837,0.2934874312207999,0.1341216253597684,87.76,0.159780871947035,0.1400000000000005
2025-08-28,0.2841422943311273,51527.0,0.2339907192575405,1724.0,0.2590665067943339,0.2825186381476403,0.0664866598220282,0.2578500723715785,0.0501515750735867,87.57,-0.2164995442115014,-0.1900000000000119
2025-08-29,0.3133422636133613,47031.0,0.2339907192575405,1724.0,0.2736664914354509,0.3105363552456157,0.0733191816366763,0.2707751495921963,0.0793515443558207,88.18,0.6965855886719385,0.6100000000000136
2025-09-01,0.4719296196815757,25689.0,0.2339907192575405,1724.0,0.3529601694695581,0.4569656732207346,0.1104271511482294,0.3323058096817289,0.2379389004240351,88.19,0.0113404400090555,0.0099999999999909
2025-09-02,0.3319032165696287,41908.0,0.2339907192575405,1724.0,0.2829469679135846,0.328034470113678,0.0776622723690186,0.2786795155174105,0.097912497312088,88.08,-0.1247306950901472,-0.1099999999999994
2025-09-03,0.3817618307458941,53399.0,0.2339907192575405,1724.0,0.3078762750017173,0.3771402137038985,0.0893287253613072,0.2988791149634033,0.1477711114883535,88.03,-0.0567665758401392,-0.0499999999999971
2025-09-04,0.4666778361070777,53718.0,0.2339907192575405,1724.0,0.3503342776823091,0.4594423000613253,0.1091982825322477,0.330451634180023,0.2326871168495371,88.12,0.1022378734522266,0.0900000000000034
2025-09-05,0.3798929407828705,47824.0,0.2339907192575405,1724.0,0.3069418300202055,0.3748163397109874,0.0888914224546461,0.2981466458886401,0.1459022215253299,88.24,0.1361779391738427,0.1199999999999903
2025-09-08,0.2692934249263984,40760.0,0.2339907192575405,1724.0,0.2516420720919695,0.2678608417286507,0.0630121621898544,0.2510222344531545,0.0353027056688578,88.04,-0.2266545784224694,-0.1999999999999886
2025-09-09,0.3407294894384025,49377.0,0.2339907192575405,1724.0,0.2873601043479715,0.3371284319289251,0.0797275383059463,0.2823606528997027,0.1067387701808618,88.17,0.1476601544752265,0.1299999999999954
2025-09-10,0.0561442092447865,50926.0,0.2339907192575405,1724.0,0.1450674642511635,0.0619677113010445,0.0131372239033334,0.1146177294458996,-0.1778465100127541,88.12,-0.0567086310536479,-0.0499999999999971
2025-09-11,-0.243227585244128,57306.0,0.2339907192575405,1724.0,-0.0046184329932937,-0.2292901914280873,-0.0569129976145482,-0.2385644516992175,-0.4772183045016686,88.43,0.3517930095324528,0.3100000000000023
