Date,GoldsteinScale_mean,GoldsteinScale_std,Event_count,AvgTone_mean,AvgTone_std,Total_mentions,Total_articles,USD_to_INR
2025-10-03,0.6795034079844207,4.204919440498721,4108,-1.4936241265785737,4.211298137224967,20877,20457,88.78
2025-10-06,0.6919572192513369,4.169917882380246,4675,-1.1831917405229948,4.278593951688047,25690,25109,88.78
2025-10-07,0.6619057335237707,4.351088013135429,4901,-1.16121135426128,4.289953348610083,26051,25588,88.75
2025-10-08,0.8522508657175837,4.336529211284246,5198,-0.925115858458863,4.043444939573044,26462,25965,88.76
2025-10-09,1.1835548467127417,4.180153771448539,5643,-0.5137513110226992,4.106946604069281,27267,26889,88.8
2025-10-10,1.031173274300664,4.183442105997072,4969,-0.7177160937362533,4.087385155821106,25987,25368,88.71
2025-10-13,0.9200156067108856,4.280118220358432,5126,-0.6738321994351452,4.131757508551893,25898,25450,88.69
2025-10-14,1.0997505755947812,4.21403631089061,5212,-0.2723629289543894,4.2121116589166725,27075,26586,88.79
2025-10-15,1.2683454734651405,4.229262856605768,4805,-0.7558430959234163,4.0750745696631006,24960,24610,88.06
2025-10-16,0.9758925143953934,4.125093112262486,5210,-0.6794663949472893,4.1110154420272425,26177,25652,87.93
2025-10-17,0.8064122476148214,4.358013079834022,4507,-0.7707812388841236,4.409676360274886,22591,22241,88.0
2025-10-20,0.9755223880597016,4.095595020245612,2680,-0.1161251248414519,4.540170629969202,14202,13910,87.9
2025-10-21,0.8942163100057836,4.15506926717738,3458,-0.7375592875467707,4.264854183869808,17885,17529,87.97
2025-10-22,0.936402981485934,4.143539527321882,4159,-0.552999369953135,4.333332570090797,21480,20986,88.42
2025-10-23,0.6246879334257975,4.587738957975107,4326,-1.1558908034444098,4.304117121551473,21393,21017,87.82
2025-10-24,1.0053135689851769,4.092453058162919,4385,-0.8820466138990714,4.233061218967104,23461,23123,87.81
2025-10-27,1.0419602154993783,4.076328050387432,4826,-0.658228506308192,4.147418976724783,25099,24716,88.25
2025-10-28,0.957842488418266,4.260032903594011,4533,-0.8738514727232748,3.960856015365868,23476,22957,88.31
2025-10-29,0.7623265157048941,4.301465778849119,5476,-0.851184175686999,4.003787360961844,28088,27521,88.23
2025-10-30,0.5015652557319223,4.509141000897207,4536,-1.0945340823591736,4.250860464247142,23440,23073,88.72
2025-10-31,0.9114424703891708,4.346388363345445,4728,-0.3924545763051552,4.247032215302927,24893,24526,88.72
2025-11-03,0.879841449603624,4.324990496308795,4415,-1.293970298531894,4.094363029064295,22130,21744,88.77
2025-11-04,0.9753187810676464,4.104822525362174,4627,-0.8655502313321284,4.04403393529932,24102,23685,88.71
2025-11-05,0.6646295422369042,4.078350769710475,4238,-0.9812738687717034,4.051079898342986,21715,21339,88.64
2025-11-06,0.7787303664921466,4.28188610252151,4584,-0.8594116145436819,3.9348339131439305,23658,23092,88.57
2025-11-07,0.8604122396940076,4.17042404641788,4706,-0.9950864003052864,3.962651927109693,24317,23908,88.68
2025-11-10,0.5682870370370371,4.286248241269808,4752,-1.4916495448103428,4.438558412072584,24444,23977,88.68
2025-11-11,0.4272135887242501,4.441110576696323,5534,-2.139033386010662,4.76026453791956,27445,26843,88.49
2025-11-12,0.7772690437601296,4.2977991961511846,4936,-1.562586695700937,4.884611459625156,25056,24540,88.61
2025-11-13,0.8512937943668422,4.139463778480688,4367,-1.1552050672000498,4.562520377451929,23011,22413,88.69
2025-11-14,0.9996988556514756,4.018179310276588,4981,-0.108223640319254,3.7690600113472894,24752,24358,88.68
2025-11-17,0.7710564102564103,4.252042065576097,4875,-2.0732466554888687,4.958354185337163,26105,25628,88.61
2025-11-18,0.7665223665223665,4.37174440241726,4851,-1.578397093955339,4.529806451731546,25090,24641,88.56
2025-11-19,1.194578313253012,4.165898830746554,5146,-0.8682603703976085,4.491834959289063,27058,26616,88.5
2025-11-20,0.8950161117078411,4.119948545187915,4655,-0.7083387254836433,4.3487517466248775,24260,23774,88.71
2025-11-21,1.0743249035576512,4.04877667003043,4666,-0.8475143216507465,4.072693382495622,24986,24443,89.64
2025-11-24,0.9030884808013354,4.0387549175157815,4792,-0.3765833839985851,4.555971084535048,26522,26071,89.15
2025-11-25,1.0738393686165275,4.162206870316271,4308,-0.4276091586650651,4.0149678225492,23384,22851,89.2
2025-11-26,0.7905146549734595,4.288521047814002,4333,-0.8647529059724233,4.392127879635397,24510,24012,89.2
2025-11-27,0.8262583684602034,4.263485527005243,4033,-0.950234358761336,4.184280549767213,22748,22332,89.4
2025-11-28,1.0552598225602028,4.153511960028509,3945,-1.0289885541414143,4.137026203341344,21024,20554,89.48
2025-12-01,0.7878475551294344,4.035576441692734,4172,-1.3896189301759212,4.255152023784406,23667,23211,89.54
2025-12-02,0.7473230490018148,4.126032086491345,4408,-1.520242029718301,3.893567016191188,25638,25078,89.95
2025-12-03,1.1151918870550803,4.169186493581633,5029,-1.1180190309263225,4.035371312688525,27722,27273,90.17
2025-12-04,1.3050035486160398,3.814104001532184,5636,-0.6658064438111906,3.908084457363361,28523,28051,89.87
2025-12-05,1.2406450430639546,4.055915200983317,5457,-0.4592436044209746,4.243687504727715,27962,27487,89.94
2025-12-08,0.7983882270497548,4.186083946058663,4281,-0.9071646576296902,4.019251560666264,24287,23874,90.04
2025-12-09,0.8663379355687048,4.124157865943428,4563,-1.339025174448926,4.073943197183487,26149,25486,89.84
2025-12-10,1.1497326203208555,4.02241323880115,4488,-0.8901674826123271,4.276288282695629,24861,24395,89.91
2025-12-11,1.050383055430374,4.06815594574735,4438,-1.024152464890416,4.25845606287835,24581,24056,90.32
2025-12-12,0.6724733136497842,4.383580215225905,4403,-1.14366374923145,4.150163784959389,24015,23440,90.53
2025-12-15,1.0854186717998076,4.272144583616514,4156,-0.5806979334882595,4.272711568677511,22148,21707,90.74
2025-12-16,0.9069355980184004,4.304745016683798,4239,-1.0462828820642551,4.30285143480369,23095,22546,90.92
2025-12-17,0.4056782334384858,4.51725255384624,4438,-1.462333282672877,4.48103845251969,23911,23393,90.37
2025-12-18,0.8696286169970381,4.312299339251028,4389,-0.8708698301045767,4.614646748246241,23440,23004,90.26
2025-12-19,0.5357078245137947,4.514158573421158,4422,-1.7330535137831695,4.515792410557504,25324,24836,89.69
2025-12-22,0.5635584677419354,4.400279299819426,3968,-1.0061160995271612,4.637742462565616,20689,20265,89.65
