Date,US_Avg_Tone,US_Avg_Stability,US_Total_Mentions,US_Event_Count,US_Crisis_Events
20210329,-2.717815260686904,0.1821824381926684,22914,1173,131
20210330,-2.5284069383943537,0.1645535105657806,28222,1467,155
20210331,-2.775526535589349,0.2095537397862978,31921,1591,156
20210401,-2.329588082263081,0.3730428863172225,29066,1469,140
20210402,-2.7701685377503726,0.2009577015163607,24231,1253,147
20210403,-2.902545005225801,-0.098076923076923,14043,728,111
20210404,-2.244668113912819,0.4775583482944347,10784,557,70
20210405,-2.6780865959094644,0.18459152016546,18068,967,112
20210406,-2.385480359804155,0.1435955056179776,26707,1335,156
20210407,-2.058296979155745,0.4076040172166426,28001,1394,143
20210408,-2.375643371730666,0.1516107382550336,30697,1490,171
20210409,-2.713604927381286,0.1645776566757493,30114,1468,170
20210410,-2.925312823480435,0.0143023255813953,16898,860,95
20210411,-2.8856155893972435,-0.0565714285714285,13351,700,88
20210412,-3.081543733031462,-0.523308270676692,27002,1330,216
20210413,-2.5476494102339644,0.1372455089820358,33350,1670,236
20210414,-2.7659490610213333,-0.2959568733153638,37333,1855,266
20210415,-2.5967664501724115,0.103719776813391,31722,1613,202
20210416,-3.0740625513245576,-0.2940725244072524,28023,1434,211
20210417,-3.551702956476967,-0.490927624872579,19428,981,160
20210418,-3.738906708840109,-0.7269692923898533,15712,749,122
20210419,-3.17952738627741,-0.1066141732283464,26004,1270,179
20210420,-3.47376856559523,-0.1654266958424508,35480,1828,231
20210421,-3.3637590159073505,-0.3384893947232281,39761,1933,274
20210422,-2.7111645122732586,0.1768364928909952,34886,1688,173
20210423,-2.6291581608366927,0.021379833206975,25270,1319,161
20210424,-2.6082698944644536,0.3431352459016394,20794,976,109
20210425,-2.5524886345957176,0.0734662576687116,13439,652,79
20210426,-2.120262316948337,0.0483925549915397,25023,1182,146
20210427,-2.619453742205119,-0.1247311827956988,30885,1581,198
20210428,-2.622933689852683,0.1817391304347825,33739,1725,179
20210429,-1.8295682873580772,0.5358443188951661,31602,1593,156
20210430,-2.221953914052913,0.5617690058479533,27556,1368,138
20210501,-2.3695503554086854,0.2575688073394497,17439,872,86
20210502,-2.353874155575407,0.0940027894002789,14028,717,92
20210503,-2.1443780465589857,0.5047342995169084,21313,1035,90
20210504,-2.061879916584432,0.0525821596244131,25242,1278,145
20210505,-2.315146699157796,0.3582704186684969,27519,1457,154
20210506,-2.024061174190215,0.3061349693251533,28781,1467,138
20210507,-2.6386341039418406,-0.1574677786201667,27890,1319,155
20210508,-2.530765758079656,0.1001182033096926,16639,846,86
20210509,-2.1441561928406405,0.0946745562130176,13873,676,86
20210510,-2.6577141383527003,-0.1234720992028343,22409,1129,154
20210511,-2.1003571267107257,0.392735913102512,30323,1473,138
20210512,-2.71633274977702,0.1753344968004654,34175,1719,195
20210513,-2.396552078721267,0.6942008486562941,28157,1414,129
20210514,-2.9218054187428057,0.1564885496183207,26696,1310,148
20210515,-2.058364134198026,0.5464108910891087,16802,808,75
